VENITURI TOTALE;Casa si conturi la banci;CHELTUIELI TOTALE;Pierdere neta;DATORII;Cifra de afaceri neta;Numar mediu de salariati;ACTIVE IMOBILIZATE - TOTAL;VENITURI IN AVANS;Profitul net;Pierdere bruta;Profitul brut;CHELTUIELI IN AVANS;ACTIVE CIRCULANTE - TOTAL din care:;CUI;CAEN;DENUMIRE;COD_INMATRICULARE
168661;5893;164871;0;2661;148411;2;3819;0;2306;0;3790;0;16474;33960868;9329;KIDS PROTEKT PLAY S.R.L.;J39/20/2015
293378;65510;138876;0;21057;287699;2;8688;0;151625;0;154502;0;168234;33960868;9329;KIDS PROTEKT PLAY S.R.L.;J39/20/2015
90179;182717;43549;0;3858;90179;2;13558;0;45728;0;46630;0;183680;33960868;9329;KIDS PROTEKT PLAY S.R.L.;J39/20/2015
25533;26751;60817;35539;83944;25533;0;0;0;0;35284;0;0;30285;36545319;9313;SIGHETGYM SRL-D;J24/1142/2016
24514;694;23569;0;22348;24514;0;0;0;210;0;945;0;4228;36545319;9313;SIGHETGYM SRL-D;J24/1142/2016
20515;1434;22718;2814;23195;20515;0;0;0;0;2203;0;0;4864;36545319;9313;SIGHETGYM SRL-D;J24/1142/2016
1891786;173523;2345505;460821;2176970;1699050;10;1533874;155348;0;453719;0;28330;1417561;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
14681463;250188;10092541;0;17180455;13860709;11;17905626;22064;3943251;0;4588922;77779;4228780;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
11248014;1841994;6596174;0;11971801;10295638;18;7626998;66491;4212583;0;4651840;1022258;7601859;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
4605012;644775;3468760;0;6012846;3746497;9;4777355;131711;1106186;0;1136252;24647;3096188;32589886;9329;KIDDO SMARTPLAY SRL;J40/15419/2013
138084;23738;163544;30323;37794;137583;2;14046;0;0;25460;0;0;28576;30163492;9329;ŞTRAND TERMAL DETA SRL;J35/1105/2012
495644;65181;494443;0;33944;491706;4;3507;0;1201;0;1201;0;84341;30163492;9329;ŞTRAND TERMAL DETA SRL;J35/1105/2012
504699;42998;486354;0;17252;499823;4;6066;0;13165;0;18345;0;77054;30163492;9329;ŞTRAND TERMAL DETA SRL;J35/1105/2012
410861;57430;347705;0;14114;360311;3;8781;0;56142;0;63156;0;66304;30163492;9329;ŞTRAND TERMAL DETA SRL;J35/1105/2012
16320;3566;25154;8834;1987;16320;0;5064;0;0;8834;0;0;107574;30273177;9311;BAZA SPORTIVA RAOUL SRL;J6/370/2012
45019;25534;182540;137899;1668363;41997;1;2052420;0;0;137521;0;0;74496;30399516;9329;VLAMAND RIO SRL;J8/1018/2012
0;-19;3902;3902;327399;0;0;2700;0;0;3902;0;0;9357;30365009;9313;YONU ARTFEL S.R.L.;J8/958/2012
14311037;610313;10091487;0;11241879;13522875;76;26997171;318925;4202586;0;4219550;494070;6212887;27526695;9329;AQUA PRESIDENT SRL;J05/1294/2010
27722413;502695;18772964;0;9910359;26175106;66;30524981;6539779;8590182;0;8949449;2555503;21230893;27526695;9329;AQUA PRESIDENT SRL;J05/1294/2010
25272959;2111373;15747994;0;11795783;24992628;68;27654154;296476;9497633;0;9524965;2059700;15845069;27526695;9329;AQUA PRESIDENT SRL;J05/1294/2010
22591827;431742;11930628;0;7172282;20864067;81;25663126;987474;10375177;0;10661199;1235729;7989927;27526695;9329;AQUA PRESIDENT SRL;J05/1294/2010
10992;-44;131755;120763;2917263;10682;0;1244196;0;0;120763;0;0;200990;29112746;9313;GYM PALACE SRL;J05/1664/2011
79502;10165;69211;0;95056;55779;0;29368;0;9625;0;10291;0;10165;17335841;9329;ALNARTERM SRL;J08/587/2005
20915;223;29576;9312;78569;13997;0;10416;0;0;8661;0;0;3004;17335841;9329;ALNARTERM SRL;J08/587/2005
43778;96;54316;11611;60952;39576;0;5019;0;0;10538;0;0;96;17335841;9329;ALNARTERM SRL;J08/587/2005
15681106;389719;18955203;3284956;45034790;15666360;127;62095143;103319;0;3274097;0;19289;4448001;1124350;9329;DIP & GIP SRL;J08/2444/1991
27746792;182452;23390882;0;39816234;27093439;110;58913159;0;4216076;0;4355910;217258;6017069;1124350;9329;DIP & GIP SRL;J08/2444/1991
30376050;142185;27667239;0;43517859;27439839;124;58430425;0;2705240;0;2708811;143078;6301257;1124350;9329;DIP & GIP SRL;J08/2444/1991
18989353;92796;20910892;1925100;46578866;18843271;124;61652862;0;0;1921539;0;206671;3872568;1124350;9329;DIP & GIP SRL;J08/2444/1991
0;3666;0;0;2296496;0;0;1482095;0;0;0;0;0;12655;6587681;9329;ZVYVO COM SRL;J08/2656/1994
116189;41998;143200;27011;730222;82000;0;330427;0;0;27011;0;0;105476;27791101;9329;GIOCALUMA SRL;J08/1375/2010
48831;7825;120105;72594;689810;44000;0;366878;0;0;71274;0;0;55624;27791101;9329;GIOCALUMA SRL;J08/1375/2010
903276;243163;530140;0;172754;809243;8;549663;292790;364104;0;373136;0;304185;43473240;9311;MOTORSPORT ARENA S.R.L.;J12/4254/2020
0;18861;22;22;18683;0;0;0;0;0;22;0;0;18861;43450637;9313;RAPHAELA FITNESS S.R.L.;J22/3103/2020
26905;18898;7415;0;15;26905;0;0;0;18683;0;19490;0;18898;43450637;9313;RAPHAELA FITNESS S.R.L.;J22/3103/2020
65;-2248;7775;7712;33886;65;1;0;0;0;7710;0;0;-2007;15087596;9329;ELA MAGIC SRL;J05/1253/2002
0;717;0;0;64839;0;0;0;0;0;0;0;0;958;15087596;9329;ELA MAGIC SRL;J05/1253/2002
0;-17939;9319;9319;34252;0;0;0;0;0;9319;0;0;-17698;15087596;9329;ELA MAGIC SRL;J05/1253/2002
0;-8949;6738;6738;33923;0;0;0;0;0;6738;0;0;-8708;15087596;9329;ELA MAGIC SRL;J05/1253/2002
2609996;80207;2583215;0;453332;2582759;4;877004;0;7382;0;26781;0;594180;26588398;9319;AGREMENT ROŞIA SRL;J05/249/2010
3961409;95711;3714370;0;568153;3905101;5;946492;0;213118;0;247039;0;634853;26588398;9319;AGREMENT ROŞIA SRL;J05/249/2010
4313441;208696;4067944;0;832988;4297951;8;1011713;91862;207738;0;245497;0;713211;26588398;9319;AGREMENT ROŞIA SRL;J05/249/2010
0;-28;20704;20704;1246484;0;0;2881614;0;0;20704;0;0;472338;18330567;9329;MITCRIS TURISM PLUS S.A.;J05/188/2006
213434;16295;97606;0;1242103;0;0;2881614;0;110129;0;115828;0;488661;18330567;9329;MITCRIS TURISM PLUS S.A.;J05/188/2006
722923;109683;1019200;302885;4230108;660645;12;92507;0;0;296277;0;0;2907876;13808181;9311;5 X 5 FOTBAL SRL;J05/219/2001
1142734;55044;1203769;72333;4100546;982455;12;13453;0;0;61035;0;0;2785035;13808181;9311;5 X 5 FOTBAL SRL;J05/219/2001
7944347;1403394;6888879;0;1550629;7896739;19;850105;0;906778;0;1055468;0;2986497;27703118;9313;PAP NEOS SRL;J05/1441/2010
13182262;919499;12288347;0;4712091;13061360;27;2159728;0;768713;0;893915;0;3496151;27703118;9313;PAP NEOS SRL;J05/1441/2010
12588691;255868;12076653;0;4120572;12388039;26;2040220;0;415192;0;512038;0;2495784;27703118;9313;PAP NEOS SRL;J05/1441/2010
9562533;1131670;8327744;0;2224471;9418411;23;1589120;0;1030011;0;1234789;0;2724335;27703118;9313;PAP NEOS SRL;J05/1441/2010
3431310;22401;3969234;551801;6989810;2544899;52;6611593;0;0;537924;0;346944;223278;11391192;9311;IRMEX TRADING SRL;J09/611/1998
7798705;89597;8085786;287081;8290079;6564729;57;8082973;0;0;287081;0;351583;313605;11391192;9311;IRMEX TRADING SRL;J09/611/1998
6471886;32321;6391979;0;7943229;5356254;51;7818302;0;45969;0;79907;346481;525426;11391192;9311;IRMEX TRADING SRL;J09/611/1998
5300940;127588;4744291;0;7303489;4295488;44;7161575;0;524022;0;556649;346966;510975;11391192;9311;IRMEX TRADING SRL;J09/611/1998
0;921;0;0;44144;0;0;0;0;0;0;0;0;921;23970562;9329;DISCO VERDRIO SRL;J09/490/2008
0;921;0;0;44144;0;0;0;0;0;0;0;0;921;23970562;9329;DISCO VERDRIO SRL;J09/490/2008
0;921;0;0;44144;0;0;0;0;0;0;0;0;921;23970562;9329;DISCO VERDRIO SRL;J09/490/2008
0;921;0;0;44144;0;0;0;0;0;0;0;0;921;23970562;9329;DISCO VERDRIO SRL;J09/490/2008
4;415;16562;16558;25973;3;1;0;0;0;16558;0;0;-1590;24431507;9329;SECO-GRIMI SRL;J08/2397/2008
27266;11560;8190;0;30024;25967;0;0;0;15772;0;19076;466;11997;24431507;9329;SECO-GRIMI SRL;J08/2397/2008
8762;4034;4470;0;38583;8738;0;0;0;4030;0;4292;207;5043;24431507;9329;SECO-GRIMI SRL;J08/2397/2008
5042;21;14692;9801;31046;5042;1;0;0;0;9650;0;66;-6383;24431507;9329;SECO-GRIMI SRL;J08/2397/2008
153378;58850;237754;88089;742350;71792;1;168472;0;0;84376;0;0;159080;16537516;9329;QUAD SRL;J08/1427/2004
44672;6;40016;0;683828;44672;0;110859;0;4239;0;4656;0;65197;16537516;9329;QUAD SRL;J08/1427/2004
45596;5854;62756;18845;735749;41916;0;126584;0;0;17160;0;0;97155;16537516;9329;QUAD SRL;J08/1427/2004
8735;3365;85639;77167;772203;8735;0;162159;0;0;76904;0;0;116879;16537516;9329;QUAD SRL;J08/1427/2004
0;0;0;0;0;0;0;0;0;0;0;0;0;0;21533324;9319;FOREX CLUB SA;J08/1010/2007
0;0;0;0;0;0;0;0;0;0;0;0;0;0;21533324;9319;FOREX CLUB SA;J08/1010/2007
4261190;201854;3886144;0;1223899;4241333;4;1580836;0;316455;0;375046;3889;2298391;14964340;9329;TEMEXSON SRL;J08/1429/2002
11129431;78084;8628857;0;2051686;11073820;11;2008949;0;2188058;0;2500574;15464;3202064;14964340;9329;TEMEXSON SRL;J08/1429/2002
8135698;492623;6485110;0;1254146;7452075;5;1500279;0;1545953;0;1650588;2594;2652287;14964340;9329;TEMEXSON SRL;J08/1429/2002
0;15658;527;527;500;0;0;40;0;0;527;0;0;17873;29475318;9319;ADRENALIN LOGISTICS SRL;J08/2018/2011
0;134;0;0;500;0;0;0;0;0;0;0;0;1115;27091884;9311;GIEM MEGASPORT SRL;J10/369/2010
0;134;0;0;500;0;0;0;0;0;0;0;0;1115;27091884;9311;GIEM MEGASPORT SRL;J10/369/2010
84855;510;142608;58602;732686;84855;1;239578;0;0;57753;0;0;26056;7038029;9311;MONTE CRIS SRL;J10/2190/1991
7666;3139;13697;6031;1059713;56;0;0;0;0;6031;0;0;32531;28185669;9313;PROZONE BEAUTY & WELLNESS CENTER SRL;J10/241/2011
0;46859;26134;26134;2227747;0;0;1245533;0;0;26134;0;0;1496687;12799743;9329;SEM COM 2000 SRL;J51/69/2000
0;82814;24650;24650;2392130;0;0;1245533;0;0;24650;0;0;1687204;12799743;9329;SEM COM 2000 SRL;J51/69/2000
-257;106729;37507;37764;2394282;-3000;0;1245533;0;0;37764;0;0;1714006;12799743;9329;SEM COM 2000 SRL;J51/69/2000
5021780;152134;4617361;0;8475520;4251902;30;12031657;4313280;400859;0;404419;0;1497676;5736300;9311;SIMPAROM IMP-EX SRL;J38/561/1994
6784533;206907;6341281;0;8163805;5952308;37;12120321;2762464;381861;0;443252;0;918740;5736300;9311;SIMPAROM IMP-EX SRL;J38/561/1994
6980967;334069;5934431;0;8561848;6367366;35;12539271;3304269;995352;0;1046536;0;1225777;5736300;9311;SIMPAROM IMP-EX SRL;J38/561/1994
6593511;397082;5650926;0;7545765;6019404;34;12057985;3808775;932535;0;942585;0;917675;5736300;9311;SIMPAROM IMP-EX SRL;J38/561/1994
2447204;649915;2180974;0;1247434;1702253;17;2182775;829561;251463;0;266230;0;755465;17360934;9311;SOTIL SPORT SRL;J38/302/2005
4204370;54938;3339641;0;632279;3146440;16;2658283;676517;832913;0;864729;0;235957;17360934;9311;SOTIL SPORT SRL;J38/302/2005
3805321;291049;3060734;0;659254;2792471;14;2078331;727531;716284;0;744587;0;420984;17360934;9311;SOTIL SPORT SRL;J38/302/2005
3761021;380771;3066402;0;1064446;2656299;15;2224493;778546;667246;0;694619;0;664745;17360934;9311;SOTIL SPORT SRL;J38/302/2005
0;231;0;0;14879;0;0;0;0;0;0;0;0;231;15076040;9329;LARISA GEORGIANA SRL;J38/590/2002
0;231;769;769;14879;0;0;0;0;0;769;0;0;231;15076040;9329;LARISA GEORGIANA SRL;J38/590/2002
254035;2359;100677;0;115981;254035;3;171670;0;150818;0;153358;0;8691;17084073;9313;VITROX SRL;J37/866/2004
319700;125786;126142;0;17308;319686;1;257269;0;190361;0;193558;0;165144;17084073;9313;VITROX SRL;J37/866/2004
292461;80760;145351;0;13482;277682;2;237365;0;144333;0;147110;0;135203;17084073;9313;VITROX SRL;J37/866/2004
279856;77215;110383;0;15008;279841;3;164274;0;166674;0;169473;0;81788;17084073;9313;VITROX SRL;J37/866/2004
9988647;196455;8749683;0;565694;9960665;13;286017;10280;1038191;0;1238964;68881;2334406;42708259;9329;AEC TRAINING SOLUTIONS S.R.L.;J40/7246/2020
7689726;58520;6707352;0;540830;7677545;15;322074;4342;827247;0;982374;78637;1679456;42708259;9329;AEC TRAINING SOLUTIONS S.R.L.;J40/7246/2020
800;970;173;0;167;800;0;0;0;603;0;627;0;970;43048282;9311;POLISPORTS TT ELITE S.R.L.;J40/11622/2020
0;970;0;0;167;0;0;0;0;0;0;0;0;970;43048282;9311;POLISPORTS TT ELITE S.R.L.;J40/11622/2020
0;200;0;0;0;0;0;0;0;0;0;0;0;200;42723364;9319;FIRST TOUCH MANAGEMENT S.R.L.;J40/7416/2020
44167;7282;12501;0;495;44167;0;0;0;30341;0;31666;0;31036;42041910;9313;ALEX CBR FITNESS S.R.L.;J40/17386/2019
89297;11348;48080;0;41737;89297;0;371;0;30758;0;41217;0;120339;42041910;9313;ALEX CBR FITNESS S.R.L.;J40/17386/2019
73134;6686;23168;0;39628;73134;0;1485;0;47815;0;49966;0;86158;42041910;9313;ALEX CBR FITNESS S.R.L.;J40/17386/2019
68168;6842;27198;0;651;68168;0;2598;0;38926;0;40970;0;37179;42041910;9313;ALEX CBR FITNESS S.R.L.;J40/17386/2019
239865;41165;224906;0;252192;239865;1;256895;12500;12829;0;14959;0;192593;31652551;9311;CGC SINTETIC NEW SPORT S.R.L.;J3/655/2013
152628;5461;147493;0;128186;86543;3;282152;155331;4268;0;5135;0;29680;43904180;9329;SOCIAL TAB TRAINING S.R.L.;J3/631/2021
299035;45704;280978;0;147994;216857;5;300113;221417;17142;0;18057;0;93345;43904180;9329;SOCIAL TAB TRAINING S.R.L.;J3/631/2021
54877;180281;47974;0;90756;49091;1;94797;196062;6705;0;6903;0;198926;43904180;9329;SOCIAL TAB TRAINING S.R.L.;J3/631/2021
7640;2210;6432;0;5603;7640;0;0;0;979;0;1208;0;2210;43905240;9313;GEF ALPHA CONCEPT S.R.L.;J3/646/2021
1150;1968;5687;4572;6340;1150;0;0;0;0;4537;0;0;1968;43905240;9313;GEF ALPHA CONCEPT S.R.L.;J3/646/2021
0;872;450;450;51;0;0;0;0;0;450;0;0;872;44602520;9311;FREESTYLE AQUA BABY S.R.L.;J3/1733/2021
11280427;88344;7837827;0;3188765;10890986;27;6995491;2537310;2941499;0;3442600;768085;1375443;32111864;9313;CYBEX FITNESS SRL;J5/1309/2013
6228677;68313;4873509;0;4226977;5915410;21;4837340;2843133;1176887;0;1355168;806212;3307359;32111864;9313;CYBEX FITNESS SRL;J5/1309/2013
2050443;10384;2169714;137564;2881886;1967109;17;1917321;3101493;0;119271;0;631963;4714564;32111864;9313;CYBEX FITNESS SRL;J5/1309/2013
0;3962;4139;4139;15385;0;0;0;0;0;4139;0;0;8639;43915287;9313;PNEUMATIC BEST S.R.L.;J6/351/2021
6560;1571;7486;1123;9854;6560;0;0;0;0;926;0;0;7247;43915287;9313;PNEUMATIC BEST S.R.L.;J6/351/2021
10471;3740;11741;1584;8074;10471;0;0;0;0;1270;0;0;6590;43915287;9313;PNEUMATIC BEST S.R.L.;J6/351/2021
3286;360;27543;24257;55042;0;0;0;0;0;24257;0;0;360;30083121;9311;SPORTS & HEALTH SRL;J8/585/2012
82910;5837;67829;0;28753;82910;0;27055;0;12308;0;15081;1018;5948;44034870;9329;CELESTIA NATURAL RESORT S.R.L.;J8/971/2021
10177;9394;26012;15835;99286;10177;0;122;0;0;15835;0;0;10259;44993771;9329;MTW MATVAL HOUSE S.R.L.;J10/1262/2021
16997;2188;34024;17537;79795;16972;0;122;0;0;17027;0;0;6603;44993771;9329;MTW MATVAL HOUSE S.R.L.;J10/1262/2021
0;1016;55733;55733;56671;0;0;122;0;0;55733;0;0;1016;44993771;9329;MTW MATVAL HOUSE S.R.L.;J10/1262/2021
500385;108869;512023;26650;219330;500385;0;0;0;0;11638;0;0;296945;29902435;9311;DARALEX TEAM S.R.L.;J10/198/2012
259771;172495;226646;0;247869;259771;0;0;0;25332;0;33125;0;350816;29902435;9311;DARALEX TEAM S.R.L.;J10/198/2012
822312;30441;905238;90448;532786;822312;5;166315;0;0;82926;0;0;118329;44527950;9313;LIBERTY GYM CLUB S.R.L.;J12/3112/2021
134461;17755;291368;157552;335453;134461;2;108923;0;0;156907;0;0;68836;44527950;9313;LIBERTY GYM CLUB S.R.L.;J12/3112/2021
0;393;342;342;500;0;0;0;0;0;342;0;0;458;44527950;9313;LIBERTY GYM CLUB S.R.L.;J12/3112/2021
0;590;14222;14222;32245;0;0;1055;0;0;14222;0;0;1046;44940149;9329;VLADO VISTA S.R.L.;J12/4511/2021
0;50;13242;13242;17199;0;0;1055;0;0;13242;0;0;222;44940149;9329;VLADO VISTA S.R.L.;J12/4511/2021
0;6;2680;2680;2903;0;0;45;0;0;2680;0;0;178;44940149;9329;VLADO VISTA S.R.L.;J12/4511/2021
189279;77241;230107;40828;187922;0;6;265490;273101;0;40828;0;0;154905;43687995;9329;CENTRUL DE RECREERE ANADARY S.R.L.;J12/591/2021
16548;16971;7395;0;152;16548;0;0;0;8657;0;9153;0;16971;44045829;9329;SMILE SPARKLE SHINE S.R.L.;J12/1666/2021
1595841;444377;2028735;445594;3358721;1533143;23;3569405;1493267;0;432894;0;285714;616861;30878446;9329;WONDERWORLD SRL;J12/3012/2012
13786124;2359090;11831926;0;22158308;13024941;42;22268380;2409595;1846700;0;1954198;123315;4023148;30878446;9329;WONDERWORLD SRL;J12/3012/2012
9311048;194147;7482318;0;3143495;9268667;31;3688919;789977;1626544;0;1828730;0;1871337;30878446;9329;WONDERWORLD SRL;J12/3012/2012
4809050;46632;4283036;0;3245748;4787345;31;3558703;601332;483021;0;526014;0;391390;30878446;9329;WONDERWORLD SRL;J12/3012/2012
4928;85982;778819;773891;1394691;4928;0;5292;0;0;773891;0;0;280688;44950665;9329;BOLIX SOLUTIONS S.R.L.;J52/1000/2021
0;9914;334274;334274;395966;0;0;0;0;0;334274;0;0;61146;44950665;9329;BOLIX SOLUTIONS S.R.L.;J52/1000/2021
0;13457;746;746;25000;0;0;0;0;0;746;0;0;24454;44950665;9329;BOLIX SOLUTIONS S.R.L.;J52/1000/2021
163080;4970;140179;0;1122433;0;0;0;0;19522;0;22901;0;1047173;30065672;9329;HOUSE-BONSAL SRL;J18/207/2012
2160;16081;7;0;587;2160;0;0;0;2088;0;2153;0;30336;29996740;9329;HORSETOUR-SPORT SRL;J19/136/2012
16491;5585;11106;0;495;16491;0;0;0;4890;0;5385;0;5585;44553541;9329;GAMEOVAN ENTERTAINMENT S.R.L.;J22/2259/2021
99090;18069;102911;4627;228850;99090;1;149069;0;0;3821;0;0;67882;44935177;9313;TYART BUSINESS S.R.L.;J22/3164/2021
2766797;1486242;2270885;0;2009952;2668945;3;3621416;1095393;475659;0;495912;0;2846697;30074425;9329;NEPTUN STREET SRL;J22/654/2012
0;8071;92145;92145;914502;0;0;458446;0;0;92145;0;0;295884;44992865;9329;REGNUM EVENTS S.R.L.;J23/6021/2021
123260;27824;120000;0;234737;62064;1;888049;630144;2653;0;3260;0;35616;29965808;9329;PISCINA SARASĂU SRL;J24/257/2012
124208;8571;122960;0;231953;85835;1;851805;584207;465;0;1248;0;23604;29965808;9329;PISCINA SARASĂU SRL;J24/257/2012
19025;9252;6861;0;93575;18835;0;116384;0;11975;0;12164;0;16812;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
14710;13939;62946;48236;186231;14709;0;327006;0;0;48236;0;0;25080;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
719208;102580;616965;0;231794;718641;0;343295;0;85100;0;102243;0;102590;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
368983;70479;210925;0;166177;368809;0;285889;0;154369;0;158058;0;74279;31732308;9311;DEBUT IN MARKET SRL;J28/330/2013
70460;613380;1294929;1224469;29919295;64204;3;29559662;0;0;1224469;0;0;929263;32965190;9329;PROMPT REAL ESTATE SOLUTIONS SRL;J35/801/2014
34109066;974143;33944852;0;100323155;27003344;70;112493100;23591759;164214;0;164214;0;11997795;32965190;9311;PROMPT REAL ESTATE SOLUTIONS SRL;J35/801/2014
7021282;176635;13161287;6161614;104300240;5308580;55;102356491;25842324;0;6140005;0;0;27422164;32965190;9329;PROMPT REAL ESTATE SOLUTIONS SRL;J35/801/2014
3857408;570435;7995099;4153983;43479328;3810701;33;45494884;89294;0;4137691;0;0;4479383;32965190;9329;PROMPT REAL ESTATE SOLUTIONS SRL;J35/801/2014
0;71829;0;0;61036;0;0;444;0;0;0;0;0;71829;32988089;9313;ATLAS GYM SRL-D;J16/558/2014
1698784;218284;2013693;314909;700314;1677137;1;87293;0;0;314909;0;2860;772733;33043962;9319;ECOXTREM CONSULTING SRL;J40/4460/2014
18717474;755155;16366768;0;1135186;18706644;3;153916;0;2034768;0;2350706;20438;3025600;33043962;9319;ECOXTREM CONSULTING SRL;J40/4460/2014
17616848;753458;15111772;0;4063102;17535605;3;202257;0;2309685;0;2505076;13138;6187392;33043962;9319;ECOXTREM CONSULTING SRL;J40/4460/2014
5878013;1629696;4082288;0;606765;5058050;1;58061;0;1755520;0;1795725;13876;2519023;33043962;9319;ECOXTREM CONSULTING SRL;J40/4460/2014
0;50906;0;0;26778;0;0;0;0;0;0;0;0;73699;33261584;9329;SIMIBEN CLUB S.R.L.;J38/320/2014
0;50906;0;0;26778;0;0;0;0;0;0;0;0;73699;33261584;9329;SIMIBEN CLUB S.R.L.;J38/320/2014
5516638;428233;4397054;0;4300001;5467776;4;3588485;48338;936288;0;1119584;1550319;2237066;33347821;9313;DOWNTOWN FITNESS SRL;J40/7932/2014
5701341;1294495;3724477;0;3880912;5618714;9;3865946;88671;1683849;0;1976864;198006;1996874;33347821;9313;DOWNTOWN FITNESS SRL;J40/7932/2014
49763;12262;41249;0;296572;44744;2;287880;0;7983;0;8514;0;16034;33348592;9329;TERSIDO SRL;J16/1112/2014
329403;388;285868;0;225170;318786;1;363834;0;40241;0;43535;0;15136;33348592;9329;TERSIDO SRL;J16/1112/2014
378720;340;326730;0;135561;355677;1;246634;0;48333;0;51990;0;2486;33348592;9329;TERSIDO SRL;J16/1112/2014
219847;584;159983;0;225325;194339;2;287880;0;57885;0;59864;0;2671;33348592;9329;TERSIDO SRL;J16/1112/2014
3759676;63866;4614804;855128;12076942;3614455;14;6256592;0;0;855128;0;0;91473;35719301;9313;REVIVE CLUB SRL;J22/507/2016
9766500;540960;7500942;0;5262493;9766322;19;2668998;0;1904337;0;2265558;0;592354;35719301;9313;REVIVE CLUB SRL;J22/507/2016
9215647;193785;7321393;0;7962260;9211501;20;3766498;0;1708385;0;1894254;0;290284;35719301;9313;REVIVE CLUB SRL;J22/507/2016
6794581;580459;6629801;0;11224961;6794544;18;5006949;0;115014;0;164780;0;604149;35719301;9313;REVIVE CLUB SRL;J22/507/2016
15130;20;930;0;40546;0;0;0;0;14200;0;14200;0;2202;34924430;9329;NOBLESSE KIDS S.R.L.;J22/1513/2015
47950;13631;12590;0;4613;0;0;0;0;33372;0;35360;0;13631;34924430;9329;NOBLESSE KIDS S.R.L.;J22/1513/2015
15430;5;16360;930;26541;0;0;0;0;0;930;0;0;2187;34924430;9329;NOBLESSE KIDS S.R.L.;J22/1513/2015
15340;6;420;0;25612;0;0;0;0;14920;0;14920;0;2188;34924430;9329;NOBLESSE KIDS S.R.L.;J22/1513/2015
0;2;15218;15218;69234;0;0;0;0;0;15218;0;0;2;35136308;9313;PERFECT BODY CLUB S.R.L.;J24/1029/2015
0;2;0;0;69234;0;0;0;0;0;0;0;0;2;35136308;9313;PERFECT BODY CLUB S.R.L.;J24/1029/2015
0;2;0;0;69234;0;0;0;0;0;0;0;0;2;35136308;9313;PERFECT BODY CLUB S.R.L.;J24/1029/2015
0;2;0;0;69234;0;0;0;0;0;0;0;0;2;35136308;9313;PERFECT BODY CLUB S.R.L.;J24/1029/2015
0;1197;0;0;19767;0;0;21500;0;0;0;0;0;1275;34773892;9329;PRINCELESS MEMORIES SRL;J27/442/2015
0;1197;0;0;19767;0;0;21500;0;0;0;0;0;1275;34773892;9329;PRINCELESS MEMORIES SRL;J27/442/2015
3644992;1732;2010564;0;177788;3644992;1;252828;0;1598707;0;1634428;0;1524147;32055900;9329;SELECT BILIARD SRL;J32/153/2015
7661572;237845;7172053;0;3019082;5901918;21;3091138;0;450725;0;489519;21677;2063268;34482893;9329;BROSTAGE EVENTS S.R.L.;J33/414/2015
5553680;362645;4792004;0;2757460;4619636;16;3300964;0;716317;0;761676;0;1541820;34482893;9329;BROSTAGE EVENTS S.R.L.;J33/414/2015
3638141;314914;3009925;0;2142167;2977296;11;3469517;53652;598175;0;628216;0;1692346;34482893;9329;BROSTAGE EVENTS S.R.L.;J33/414/2015
56008;221959;181333;132623;1090708;0;1;0;0;0;125325;0;0;2393711;33161062;9329;ISOSHELL SRL;J12/3843/2016
1595841;444377;2028735;445594;3358721;1533143;23;3569405;1493267;0;432894;0;285714;616861;30878446;9329;WONDERWORLD SRL;J12/3012/2012
13786124;2359090;11831926;0;22158308;13024941;42;22268380;2409595;1846700;0;1954198;123315;4023148;30878446;9329;WONDERWORLD SRL;J12/3012/2012
9311048;194147;7482318;0;3143495;9268667;31;3688919;789977;1626544;0;1828730;0;1871337;30878446;9329;WONDERWORLD SRL;J12/3012/2012
4809050;46632;4283036;0;3245748;4787345;31;3558703;601332;483021;0;526014;0;391390;30878446;9329;WONDERWORLD SRL;J12/3012/2012
4170;4112;4706;649;10979;4170;0;0;0;0;536;0;0;4613;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
22513;4407;17207;0;532;22513;0;0;0;4644;0;5306;153;4907;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
10975;10937;4395;0;11714;10975;0;86;0;6257;0;6580;74;11444;34617265;9329;ZEN PRO EVENTS SRL;J12/1722/2015
0;0;0;0;14070;0;0;0;0;0;0;0;0;0;34687368;9329;CREATIVE KINDER SRL;J8/1032/2015
4163973;15411;10403316;6239343;12628363;3815767;18;4936886;0;0;6239343;0;0;819060;30973537;9313;SMART FITNESS STUDIO SRL;J35/2956/2012
11228931;330246;12135524;906593;11978876;10291413;15;1854060;1029630;0;906593;0;119052;1718816;30973537;9313;SMART FITNESS STUDIO SRL;J35/2956/2012
8109762;123850;8074350;0;12019639;7950755;18;3359506;481151;35412;0;35412;97611;840372;30973537;9313;SMART FITNESS STUDIO SRL;J35/2956/2012
5182722;313241;6770985;1625410;12435886;5099161;14;3719841;0;0;1588263;0;0;477452;30973537;9313;SMART FITNESS STUDIO SRL;J35/2956/2012
2737735;313134;1925811;0;692521;2720822;12;774682;0;747481;0;811924;0;665760;36257057;9329;FLANINO KIDS SRL;J35/1907/2016
